dealer_id,state,dealer_link,avg_rating,nr_reviews,inventory_size,inventory_link,registration_date
8db5a4f1-4670-43ce-a4bb-83c3bc0a5a6e,AK,https://www.cars.com/dealers/110094/quality-auto-sales/,5.0,104,21,https://www.cars.com/dealers/110094/quality-auto-sales/inventory/,2017-10-01
6cd9bc51-b4f7-495f-b332-35eff5f7c4d6,AK,https://www.cars.com/dealers/5391799/new-2-u-auto/,,2,16,https://www.cars.com/dealers/5391799/new-2-u-auto/inventory/,2020-01-01
950b2cb1-c1ac-4113-9131-2dbf9795205d,AK,https://www.cars.com/dealers/87872/chevrolet-of-south-anchorage/,3.3,816,286,https://www.cars.com/dealers/87872/chevrolet-of-south-anchorage/inventory/,2017-10-01
1fab2cb8-b58b-4c7a-99e1-921b88d6bfd2,AK,https://www.cars.com/dealers/89238/lybergers-car-truck-sales-llc/,,12,41,https://www.cars.com/dealers/89238/lybergers-car-truck-sales-llc/inventory/,2001-07-01
5902009b-9127-4620-b36d-7670c1c6272e,AK,https://www.cars.com/dealers/158748/lithia-chrysler-dodge-jeep-ram-fiat-of-anchorage/,4.8,1872,,,2016-09-01
f409d028-d4df-43da-ada6-ec4bd76e215a,AK,https://www.cars.com/dealers/186436/dependable-used-cars/,,80,47,https://www.cars.com/dealers/186436/dependable-used-cars/inventory/,2014-06-01
551cc33c-e248-411f-a9c0-799fc2bcf535,AK,https://www.cars.com/dealers/6000862/payless-car-sales-valley/,,4,95,https://www.cars.com/dealers/6000862/payless-car-sales-valley/inventory/,
cdc391da-351c-4d38-9a3d-4876a596df60,AK,https://www.cars.com/dealers/158760/kendall-ford-of-wasilla/,4.0,935,125,https://www.cars.com/dealers/158760/kendall-ford-of-wasilla/inventory/,2010-12-01
c77e1b88-d0a4-41e5-a633-08ae9174ce7d,AK,https://www.cars.com/dealers/5327763/lithia-chrysler-jeep-dodge-ram-of-wasilla/,4.8,520,173,https://www.cars.com/dealers/5327763/lithia-chrysler-jeep-dodge-ram-of-wasilla/inventory/,2022-08-01
ab11c9e9-239e-4e29-8468-cb325ca95e10,AK,https://www.cars.com/dealers/180565/chevrolet-gmc-of-fairbanks/,4.6,704,324,https://www.cars.com/dealers/180565/chevrolet-gmc-of-fairbanks/inventory/,2016-09-01
b3589d84-f8e4-4396-93bc-42c8b9744477,AK,https://www.cars.com/dealers/97085/affordable-used-cars-fairbanks/,4.2,76,314,https://www.cars.com/dealers/97085/affordable-used-cars-fairbanks/inventory/,2003-01-01
811b1586-2921-46dc-9ede-b49239a2fb76,AK,https://www.cars.com/dealers/5374192/kelowna-chevrolet/,4.8,608,,,2017-04-01
f4be8d63-240a-42f7-9ca9-4365e2fa3d7a,AK,https://www.cars.com/dealers/5374067/wood-wheaton-supercentre/,,816,,,2019-03-01
a8148a61-20ec-48af-80f0-c88d00e97d5f,AK,https://www.cars.com/dealers/5374078/northland-hyundai/,,,,,2017-04-01
66097790-cf61-4f95-bf07-b7c135382383,AK,https://www.cars.com/dealers/5374077/northland-chrysler-jeep-dodge/,,,,,2017-04-01
5a69c254-bcd3-4337-b3b5-437644aec223,AZ,https://www.cars.com/dealers/177463/magic-auto/,,16,25,https://www.cars.com/dealers/177463/magic-auto/inventory/,2012-09-01
f2775d67-9e67-4305-8133-bdeb8e37ed71,AZ,https://www.cars.com/dealers/184114/best-western-motors/,4.2,36,61,https://www.cars.com/dealers/184114/best-western-motors/inventory/,2014-02-01
e4c8ae77-44c9-420e-9798-2d4eeae0f686,AZ,https://www.cars.com/dealers/5348430/american-auto-sales-llc/,2.2,96,75,https://www.cars.com/dealers/5348430/american-auto-sales-llc/inventory/,2014-11-01
c8cc7205-6a57-4241-99ee-85d17f87c817,AZ,https://www.cars.com/dealers/5375004/in-power-motors-phoenix/,,8,75,https://www.cars.com/dealers/5375004/in-power-motors-phoenix/inventory/,2020-11-01
aa5f09b4-97b5-4d0a-91eb-9c18a1a2ca55,AZ,https://www.cars.com/dealers/5393897/expo-auto-sales-llc/,,3,50,https://www.cars.com/dealers/5393897/expo-auto-sales-llc/inventory/,2020-06-01
0e344851-8599-4099-971b-fd76d6b62c8e,AZ,https://www.cars.com/dealers/5373352/rpm-motors/,,4,61,https://www.cars.com/dealers/5373352/rpm-motors/inventory/,2019-04-01
cc50889d-4201-49bb-be27-6e73a058cd2c,AZ,https://www.cars.com/dealers/5391372/nation-auto-group-llc/,,4,15,https://www.cars.com/dealers/5391372/nation-auto-group-llc/inventory/,2022-10-01
0b0a4abe-84a1-453a-9fa4-ceadb34f9aab,AZ,https://www.cars.com/dealers/159026/dynamite-auto-sales/,,284,59,https://www.cars.com/dealers/159026/dynamite-auto-sales/inventory/,2005-05-01
753b9e30-eb59-415e-9265-7f64fff4f2ad,AZ,https://www.cars.com/dealers/191831/right-choice-automotive/,3.8,52,41,https://www.cars.com/dealers/191831/right-choice-automotive/inventory/,2008-09-01
45c7fca5-c09a-48f3-8ef8-b57dca1a21a3,AZ,https://www.cars.com/dealers/5392084/best-auto/,,1,150,https://www.cars.com/dealers/5392084/best-auto/inventory/,2020-02-01
52776597-604f-45ff-842d-828456f34391,AZ,https://www.cars.com/dealers/195441/goldies-motors/,4.3,204,62,https://www.cars.com/dealers/195441/goldies-motors/inventory/,2009-06-01
515e5a88-a39e-4574-ba27-4511e4ef8ae9,AZ,https://www.cars.com/dealers/23658/courtesy-chevrolet/,4.9,2393,497,https://www.cars.com/dealers/23658/courtesy-chevrolet/inventory/,1999-08-01
107e1413-063c-4c58-b1c5-051672b97ab4,AZ,https://www.cars.com/dealers/210225/earnhardt-lexus/,4.9,600,123,https://www.cars.com/dealers/210225/earnhardt-lexus/inventory/,2012-03-01
7369d3e3-d3e2-45e1-b599-5b7b7649aaa6,AZ,https://www.cars.com/dealers/80305/showcase-honda/,4.4,1175,301,https://www.cars.com/dealers/80305/showcase-honda/inventory/,1999-06-01
9ebf651b-b76c-468c-9a5c-10569c6f525d,AZ,https://www.cars.com/dealers/198202/infiniti-on-camelback/,4.8,612,122,https://www.cars.com/dealers/198202/infiniti-on-camelback/inventory/,2010-01-01
09033e01-6b8f-4b17-9a0e-83444d4b84b6,AZ,https://www.cars.com/dealers/5393241/camelback-volkswagen/,4.7,779,156,https://www.cars.com/dealers/5393241/camelback-volkswagen/inventory/,2020-04-01
7707ed3e-96da-4775-98f0-5c8a41db4dce,AZ,https://www.cars.com/dealers/80193/camelback-subaru/,4.6,831,164,https://www.cars.com/dealers/80193/camelback-subaru/inventory/,2001-01-01
16799c46-6345-45fc-838d-97be5f6a86a4,AZ,https://www.cars.com/dealers/80289/abc-nissan/,3.6,1123,225,https://www.cars.com/dealers/80289/abc-nissan/inventory/,1999-06-01
f29a0903-eb32-4480-8a45-d961627448a0,AZ,https://www.cars.com/dealers/107793/chapman-bmw-on-camelback/,4.7,1420,342,https://www.cars.com/dealers/107793/chapman-bmw-on-camelback/inventory/,2014-12-01
40dc2bbf-d65a-48a1-8bf5-8bee0f401c62,AZ,https://www.cars.com/dealers/108623/camelback-ford-lincoln/,3.2,1259,428,https://www.cars.com/dealers/108623/camelback-ford-lincoln/inventory/,2005-06-01
3f4b8171-6f86-455b-ad61-5c465cca8f39,AZ,https://www.cars.com/dealers/80207/coulter-cadillac-buick-gmc/,4.9,1944,504,https://www.cars.com/dealers/80207/coulter-cadillac-buick-gmc/inventory/,2007-03-01
5507caf7-c87e-4742-b213-fe0a6df74d0e,AZ,https://www.cars.com/dealers/5350605/camelback-kia/,3.5,467,90,https://www.cars.com/dealers/5350605/camelback-kia/inventory/,2017-01-01
e78c0b9a-6f38-46d7-9eea-ded3743bd28f,AZ,https://www.cars.com/dealers/23665/camelback-hyundai/,3.3,663,126,https://www.cars.com/dealers/23665/camelback-hyundai/inventory/,2008-06-01
5dc6ea33-419f-4c2a-af72-f4dbea14f9d0,AZ,https://www.cars.com/dealers/80290/camelback-toyota/,4.2,855,472,https://www.cars.com/dealers/80290/camelback-toyota/inventory/,2005-09-01
75d0f419-1d50-4d4a-bc47-72aa4f45b767,AZ,https://www.cars.com/dealers/5377801/drivetime-of-central-phoenix/,,8,120,https://www.cars.com/dealers/5377801/drivetime-of-central-phoenix/inventory/,2020-12-01
2eeb8f64-ddb0-455c-8703-786e850384a0,AR,https://www.cars.com/dealers/203250/smart-chrysler-dodge-jeep/,,20,102,https://www.cars.com/dealers/203250/smart-chrysler-dodge-jeep/inventory/,2011-01-01
60d6cbf4-1fa6-4ef8-ba58-bbf379cb3867,AR,https://www.cars.com/dealers/149480/trotter-ford-lincoln/,,60,71,https://www.cars.com/dealers/149480/trotter-ford-lincoln/inventory/,2020-11-01
dad401b5-719e-45d3-b009-31a73c34cfb7,AR,https://www.cars.com/dealers/149513/smart-chevrolet-buick-gmc/,,40,160,https://www.cars.com/dealers/149513/smart-chevrolet-buick-gmc/inventory/,2011-01-01
890741be-a83e-46b6-9862-6892c0cce395,AR,https://www.cars.com/dealers/178024/smart-honda/,,172,35,https://www.cars.com/dealers/178024/smart-honda/inventory/,2011-01-01
89122d97-a031-4269-b3d0-f5977c1c7c34,AR,https://www.cars.com/dealers/5391365/heartland-chevrolet-gmc/,,4,50,https://www.cars.com/dealers/5391365/heartland-chevrolet-gmc/inventory/,2019-12-01
555d3d4e-7378-4b6d-80c9-e1de0b4e038e,AR,https://www.cars.com/dealers/5379642/everett-chevrolet/,4.4,36,127,https://www.cars.com/dealers/5379642/everett-chevrolet/inventory/,2022-06-01
e7c6e9bd-e46d-4fa2-8408-360d5ce68680,AR,https://www.cars.com/dealers/149760/crain-chevrolet/,2.4,68,67,https://www.cars.com/dealers/149760/crain-chevrolet/inventory/,2010-04-01
a4c87f86-8756-47b3-993c-e1666d654e86,AR,https://www.cars.com/dealers/200503/landers-chrysler-dodge-jeep-ram/,4.5,1809,298,https://www.cars.com/dealers/200503/landers-chrysler-dodge-jeep-ram/inventory/,2015-04-01
1e83dc0e-0793-456e-a4a4-8a23794c8372,AR,https://www.cars.com/dealers/5372520/mark-mclarty-toyota/,3.4,920,129,https://www.cars.com/dealers/5372520/mark-mclarty-toyota/inventory/,2016-12-01
170cc739-f24c-43ee-bc1b-dae5851350da,AR,https://www.cars.com/dealers/184866/everett-buick-gmc/,4.5,168,489,https://www.cars.com/dealers/184866/everett-buick-gmc/inventory/,2022-06-01
480b591b-5483-4e96-b6e7-92f1d44628b4,AR,https://www.cars.com/dealers/5355642/landers-kia/,2.9,220,169,https://www.cars.com/dealers/5355642/landers-kia/inventory/,2017-01-01
bd852bfd-5806-476d-9893-996422813346,AR,https://www.cars.com/dealers/5372532/mark-mclarty-ford/,3.0,876,372,https://www.cars.com/dealers/5372532/mark-mclarty-ford/inventory/,2016-12-01
90373e0f-875e-4c53-9169-5299709900c6,AR,https://www.cars.com/dealers/21031/steve-landers-toyota/,4.0,1539,306,https://www.cars.com/dealers/21031/steve-landers-toyota/inventory/,2015-04-01
33577d36-3a7c-47da-a0ed-17e2edabdeef,AR,https://www.cars.com/dealers/5364702/mclarty-nissan-of-little-rock/,4.9,751,138,https://www.cars.com/dealers/5364702/mclarty-nissan-of-little-rock/inventory/,2015-12-01
a03def54-4c27-45de-aaf3-b3af20e6f235,AR,https://www.cars.com/dealers/113491/mclarty-honda/,4.2,564,113,https://www.cars.com/dealers/113491/mclarty-honda/inventory/,
b20d5ff1-4aec-42c1-8c1f-1e057da99996,AR,https://www.cars.com/dealers/170182/crain-hyundai-of-little-rock/,,36,64,https://www.cars.com/dealers/170182/crain-hyundai-of-little-rock/inventory/,2010-05-01
f57580e8-8bee-402b-9da8-b290e7a97394,AR,https://www.cars.com/dealers/5387811/crain-mazda/,3.0,8,25,https://www.cars.com/dealers/5387811/crain-mazda/inventory/,2019-05-01
9c979507-02ee-428a-ae10-382a9f8bf2b4,AR,https://www.cars.com/dealers/5387466/campbell-chrysler-dodge-jeep-ram/,4.8,1964,354,https://www.cars.com/dealers/5387466/campbell-chrysler-dodge-jeep-ram/inventory/,2019-04-01
33968f49-3353-4137-86fe-4746d4314aa8,AR,https://www.cars.com/dealers/5372500/bmw-of-little-rock/,,412,83,https://www.cars.com/dealers/5372500/bmw-of-little-rock/inventory/,2016-12-01
06e6c6aa-fb39-4549-a49f-e7dd4a61ca85,AR,https://www.cars.com/dealers/199728/crain-ford-of-little-rock/,2.2,292,117,https://www.cars.com/dealers/199728/crain-ford-of-little-rock/inventory/,2018-03-01
02544463-451f-4f9b-ae25-c9cf10f7d969,AR,https://www.cars.com/dealers/21004/gwatney-buick-gmc/,4.5,36,,,2021-11-01
8c7b12bc-df36-4298-a714-828724467899,AR,https://www.cars.com/dealers/5386416/everett-ford/,4.1,20,240,https://www.cars.com/dealers/5386416/everett-ford/inventory/,2022-06-01
30843857-d318-48b5-8023-35a223387cb8,AR,https://www.cars.com/dealers/5364701/mclarty-nissan-of-north-little-rock/,4.8,820,158,https://www.cars.com/dealers/5364701/mclarty-nissan-of-north-little-rock/inventory/,2019-03-01
daf10fe8-0447-4096-999d-e0e20d1328c9,AR,https://www.cars.com/dealers/5378148/mclarty-nissan-of-benton/,4.2,640,208,https://www.cars.com/dealers/5378148/mclarty-nissan-of-benton/inventory/,2017-11-01
0d1a2ea6-a3c5-4939-bb6b-b5be386531e1,AR,https://www.cars.com/dealers/149847/crain-kia/,2.7,128,65,https://www.cars.com/dealers/149847/crain-kia/inventory/,2010-04-01
3f5cba37-6380-4f84-920f-f715625c254e,CA,https://www.cars.com/dealers/858/nick-alexander-imports/,4.8,560,196,https://www.cars.com/dealers/858/nick-alexander-imports/inventory/,2005-02-01
03a3291b-699f-443a-a582-d2bb7e1b74e8,CA,https://www.cars.com/dealers/5390751/auto-connect/,,,64,https://www.cars.com/dealers/5390751/auto-connect/inventory/,2019-10-01
12060caa-6e75-40b7-b179-32f7c8327a94,CA,https://www.cars.com/dealers/2316999/best-car-sales/,,60,25,https://www.cars.com/dealers/2316999/best-car-sales/inventory/,2022-10-01
6e3c0a89-2ea1-4124-bdb7-0ac067638c30,CA,https://www.cars.com/dealers/80799/honda-of-downtown-los-angeles/,4.6,359,78,https://www.cars.com/dealers/80799/honda-of-downtown-los-angeles/inventory/,2022-05-01
a8857936-0f25-4cbb-93ac-a273b8acc98b,CA,https://www.cars.com/dealers/6061645/felix-chevrolet/,,120,233,https://www.cars.com/dealers/6061645/felix-chevrolet/inventory/,
3f3e86b1-b850-4169-b58e-49d79c79c9b4,CA,https://www.cars.com/dealers/5248387/gage-cars/,,,,,
88ac88de-d589-4604-8208-c992195721ba,CA,https://www.cars.com/dealers/5383514/los-angeles-chrysler-dodge-jeep-ram/,4.8,731,83,https://www.cars.com/dealers/5383514/los-angeles-chrysler-dodge-jeep-ram/inventory/,2020-03-01
e2fb8751-a5d1-419d-9060-d6e63b90746b,CA,https://www.cars.com/dealers/1140/audi-downtown-la/,4.8,668,201,https://www.cars.com/dealers/1140/audi-downtown-la/inventory/,2002-06-01
f5efb516-7dec-465a-b1d3-6f36ed6136e9,CA,https://www.cars.com/dealers/203853/porsche-downtown-la/,4.5,80,49,https://www.cars.com/dealers/203853/porsche-downtown-la/inventory/,2011-02-01
d9d5ff2f-8339-48f5-8f65-df2df9cac026,CA,https://www.cars.com/dealers/2288575/kia-downtown-los-angeles/,4.2,1136,60,https://www.cars.com/dealers/2288575/kia-downtown-los-angeles/inventory/,2018-04-01
d726e8b2-6faf-4921-ba51-3b2e24291665,CA,https://www.cars.com/dealers/6058925/ford-of-downtown-la/,2.7,4,250,https://www.cars.com/dealers/6058925/ford-of-downtown-la/inventory/,
d39e5cd4-61f5-49e2-9e90-38d9afc3c449,CA,https://www.cars.com/dealers/2545612/toyota-of-downtown-la/,4.7,76,16,https://www.cars.com/dealers/2545612/toyota-of-downtown-la/inventory/,2018-10-01
3d384054-59c6-419a-817d-23940ab794a0,CA,https://www.cars.com/dealers/207394/affordable-kars-auto-sales/,,1,19,https://www.cars.com/dealers/207394/affordable-kars-auto-sales/inventory/,2013-02-01
5676e199-2c39-4427-b5b3-bbbd9be64fd0,CA,https://www.cars.com/dealers/149251/central-ford/,,96,47,https://www.cars.com/dealers/149251/central-ford/inventory/,2014-10-01
d448a573-698e-425f-9999-e1944bd414f4,CA,https://www.cars.com/dealers/202202/auto-city-motors/,,32,8,https://www.cars.com/dealers/202202/auto-city-motors/inventory/,2010-11-01
cb25d36b-85ec-455e-ab08-54043e7a137d,CA,https://www.cars.com/dealers/5380043/commerce-mitsubishi/,3.9,48,183,https://www.cars.com/dealers/5380043/commerce-mitsubishi/inventory/,2018-09-01
5cf5af20-b839-4e12-9c3a-18c7196442e1,CA,https://www.cars.com/dealers/5373065/california-motor-trade/,3.2,24,124,https://www.cars.com/dealers/5373065/california-motor-trade/inventory/,2017-01-01
3decf8e2-abd0-40d6-ae36-9a12f620ee2e,CA,https://www.cars.com/dealers/192550/downey-hyundai/,4.5,1868,382,https://www.cars.com/dealers/192550/downey-hyundai/inventory/,2018-11-01
e54fc290-1387-49ea-8e05-f4fff9c0a8e5,CA,https://www.cars.com/dealers/5371199/carworld/,1.8,100,400,https://www.cars.com/dealers/5371199/carworld/inventory/,2016-10-01
69e0b00d-d97c-49e7-979f-c75ab889f92b,CA,https://www.cars.com/dealers/194053/herrera-auto-sales/,,12,60,https://www.cars.com/dealers/194053/herrera-auto-sales/inventory/,2009-02-01
36d50673-524a-4cd9-91c6-5a9de61ae212,CA,https://www.cars.com/dealers/193425/car-lux/,2.9,110,250,https://www.cars.com/dealers/193425/car-lux/inventory/,2008-12-01
fee1d966-e001-4cad-ab38-e8cd882189a1,CA,https://www.cars.com/dealers/159579/elegant-auto-sales/,,20,43,https://www.cars.com/dealers/159579/elegant-auto-sales/inventory/,2009-07-01
3b6d30bf-4ac0-4920-b3ba-28144f9f398b,CA,https://www.cars.com/dealers/5248254/pacific-west-imports/,,16,19,https://www.cars.com/dealers/5248254/pacific-west-imports/inventory/,2013-10-01
ab4c83b8-9ec7-46c2-b528-2de239ecd6b6,CA,https://www.cars.com/dealers/6058154/gardena-nissan/,3.5,171,234,https://www.cars.com/dealers/6058154/gardena-nissan/inventory/,
98dad629-2eeb-48de-bb3c-93b711758154,CA,https://www.cars.com/dealers/6060371/gardena-honda/,4.9,16,106,https://www.cars.com/dealers/6060371/gardena-honda/inventory/,2023-02-01
99f96a33-5b58-445e-b486-a2ac1fb20521,CO,https://www.cars.com/dealers/188525/dye-enterprises/,4.7,121,35,https://www.cars.com/dealers/188525/dye-enterprises/inventory/,2019-03-01
4f12b2a9-8013-461f-8a34-bdabc4612dbc,CO,https://www.cars.com/dealers/5395849/foundation-chevrolet-cadillac/,4.5,1046,172,https://www.cars.com/dealers/5395849/foundation-chevrolet-cadillac/inventory/,2020-12-01
86a7390a-d78d-40c7-bff7-4407854d85b8,CO,https://www.cars.com/dealers/5396208/foundation-kia/,3.3,576,140,https://www.cars.com/dealers/5396208/foundation-kia/inventory/,2020-12-01
68d7bb4a-1db5-407a-8679-a206a2142e72,CO,https://www.cars.com/dealers/96042/colorados-midway-motors/,3.8,72,15,https://www.cars.com/dealers/96042/colorados-midway-motors/inventory/,2010-12-01
a6923eed-5087-43b1-96d4-747078aeb406,CO,https://www.cars.com/dealers/6000712/no-bs-auto-brokers/,,,9,https://www.cars.com/dealers/6000712/no-bs-auto-brokers/inventory/,
19334c99-1b63-43a0-873e-f7fea45282ab,CO,https://www.cars.com/dealers/6000198/stans-auto-sales-llc/,,112,52,https://www.cars.com/dealers/6000198/stans-auto-sales-llc/inventory/,2021-06-01
77c23f65-c2e1-4705-b926-28e9317daabf,CO,https://www.cars.com/dealers/5373153/urban-motors/,4.1,8,66,https://www.cars.com/dealers/5373153/urban-motors/inventory/,2017-01-01
484f59b8-d883-4949-99ab-66c3abab2dee,CO,https://www.cars.com/dealers/5396446/urban-motors-3/,,1,30,https://www.cars.com/dealers/5396446/urban-motors-3/inventory/,2020-12-01
732b546a-13a9-4ad9-98b7-4873f71377c9,CO,https://www.cars.com/dealers/5379305/urban-motors-two/,,2,64,https://www.cars.com/dealers/5379305/urban-motors-two/inventory/,2018-02-01
86634e5b-975b-48ce-8f3e-bebf9082ce21,CO,https://www.cars.com/dealers/108090/larry-h-miller-volkswagen-lakewood/,4.8,588,110,https://www.cars.com/dealers/108090/larry-h-miller-volkswagen-lakewood/inventory/,2011-09-01
